,Gene,EffectSize,StdEffect,P-Value,FDR,pBH
57,ENSG00000004779,-0.14546691684441532,-0.25366904349215935,0.3014895047164041,False,1.0
58,ENSG00000004799,0.3434646208491167,0.3415060002443145,0.13930119566940127,False,1.0
59,ENSG00000004838,0.058229263609709384,0.2424177537161019,0.33746554292352726,False,1.0
60,ENSG00000004848,-0.08045652763657492,-0.14166919315302084,0.5524644466464976,False,1.0
61,ENSG00000004864,0.0014423698624104698,0.003350790132423988,0.9879606946442894,False,1.0
62,ENSG00000004866,-0.07532730874106992,-0.24937211615305296,0.30866945422553904,False,1.0
63,ENSG00000004897,-0.0194388303668159,-0.046654130891242054,0.8907446980339515,False,1.0
64,ENSG00000004948,0.06616718307703809,0.3465865711008987,0.1441210559938946,False,1.0
65,ENSG00000004961,-0.09344896506327632,-0.19404721541936676,0.42349635231099136,False,1.0
66,ENSG00000004975,0.027953851880337707,0.12927268056026672,0.5877051395442597,False,1.0
67,ENSG00000005007,-0.002046533005099707,-0.008243326020408077,0.9710763068070412,False,1.0
68,ENSG00000005020,0.06074495771381987,0.11496309439753359,0.6318324138996934,False,1.0
69,ENSG00000005022,-0.1292933732109439,-0.3252951444265939,0.19033074026616614,False,1.0
70,ENSG00000005059,0.3103339301198236,0.5064873604602838,0.032586908812475994,False,1.0
71,ENSG00000005075,0.06622878130654233,0.21864148320557397,0.303351003698492,False,1.0
72,ENSG00000005100,-0.030472768803445884,-0.1531104790580407,0.5130664793223676,False,1.0
73,ENSG00000005108,-0.015960526979253885,-0.026652867596540532,0.9003410949120146,False,1.0
74,ENSG00000005156,-0.05616671352201905,-0.338360345221023,0.14842536648060137,False,1.0
75,ENSG00000005175,-0.019981354370011174,-0.058090471254654184,0.8064453736088598,False,1.0
76,ENSG00000005187,0.06442257080505809,0.30121383192086426,0.22968861616432057,False,1.0
77,ENSG00000005189,0.015747063141752532,0.05973880589082346,0.8221448876878148,False,1.0
78,ENSG00000005194,-0.17009782818872562,-0.4368891057022218,0.07591417308289941,False,1.0
79,ENSG00000005206,-0.23047589841745822,-0.5734409903486373,0.019156807011839486,False,1.0
80,ENSG00000005238,0.022508359522778743,0.08115979431232331,0.7477516418127791,False,1.0
81,ENSG00000005243,0.14933277967504044,0.36677289416091496,0.1219432137433023,False,1.0
82,ENSG00000005249,-0.1882258203361394,-0.25470651041680203,0.22244685784594298,False,1.0
83,ENSG00000005302,-0.055545540066442294,-0.1969699832430027,0.4345705707435795,False,1.0
84,ENSG00000005339,-0.039195406168739635,-0.11136681273396505,0.6513629013474023,False,1.0
85,ENSG00000005379,-0.05201377026110029,-0.09593731942503388,0.6691578646586858,False,1.0
86,ENSG00000005381,0.07352304116269325,0.27424336091007717,0.28110665539083113,False,1.0
87,ENSG00000005421,0.06977768380387567,0.2637283969761462,0.2786345879372075,False,1.0
88,ENSG00000005436,-0.093735120931031,-0.36618080134369113,0.10206547139372978,False,1.0
89,ENSG00000005448,-0.22827328922626813,-0.5948413347608322,0.012815567167259252,False,1.0
90,ENSG00000005469,0.03932652580708799,0.13880943068958393,0.5699627046291056,False,1.0
91,ENSG00000005471,0.11474964719724942,0.45592728080508454,0.06937968069084836,False,1.0
92,ENSG00000005483,0.02869974129369616,0.17030444066473124,0.47488239566671653,False,1.0
93,ENSG00000005486,-0.22855856952467468,-0.3895627663532404,0.10805490833034848,False,1.0
